priority,plan_id,facility_id,region,prefecture,facility,facility_source,facility_normalized,category,treatment,treatment_class,status,match_score,document_url,amount,tax,unit,products,makers,score,page,excerpt,qc_reason,error
C,P00315,F0242,関東,東京都,三軒茶屋整形外科・スポーツクリニック,三軒茶屋整形外科・スポーツクリニック,三軒茶屋整形外科・スポーツクリニック,第二種,多血小板血漿抽出液による関節症治療,PRP/APS,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1906018/5/0,400000,不明,,APS|GPS|Zimmer,Zimmer Biomet,7,,"ただきます。 ・ZIMMER BIOMET 製 GPS®IIIシステム使用 100,000円~200,000円 (APSキットを使用せず、作製したPRPをそのまま使用する場合) GPS®IIIシステム、APSキット使用 300,000円~400,000円 (APSキットを使用してさらに抽出を行い純度を高めて使用する場合) ※患者様の症状により治療費が変動いたします。 施術後、患者様の個人的な事情及び金銭等に関する問題に関しては一切の責を負いかねますのでご了 承ください。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用が発生し ている場合",,
C,P00316,F0243,関東,東京都,上石神井オチクリニック整形外科,上石神井オチクリニック整形外科,上石神井オチクリニック整形外科,第二種,自己多血小板血漿（PRP）療法（治療対象：関節炎・変形性関節症）,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601089/5/0,55000,税込,3回分,,,9,18,"(60mL)につき、投与3回分(各投与約5mL、最大で約15mL)の PRPを製造いたします。 PRPを用いた投与1回分(1部位) 55,000円(税込) ※投与3回行った場合、1回55,000円×3回=165,000円となります。 ただし、2回目及び3回目の採血はございません。",line-level strong price context,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,15400,不明,,,,7,9,"1.外来初診料 [11,000 円] 問診(痛みの評価等および医師とのカウンセリング)の料金が含まれています。 2. 事前検査の料金 [15,400 円] 感染症の検査※・血液検査(生化学/血球数算定検査)・心電図・CAVI 検査などの料金が含まれています。 (※HIV 抗原・抗体同時定性、HCV 抗体/CLEIA、HBs 抗原/CLIA、HBe 抗原/CLIA、HTLV1 抗体",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,29700,不明,,,,6,10,"処置費用(装置の使用料を含む) エコー下による投与 29,700 円 CT 下による投与 104,700 円",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,38500,不明,1 回,,,6,10,"0 円 投与予定日の2営業日前より当日 38,500 円 5.各種装置(CT/エコー)下による投与において生じる費用 局所投与や動脈投与でエコー・ CT などの装置を用いる場合については、1 回の投与あたり下記の費用(装",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,104700,不明,,,,3,10,"29,700 円 CT 下による投与 104,700 円 エックス線透視装置下による処置 100,000 円",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,450000,不明,,,,3,10,"アンギオ装置による処置 (マイクロカテーテル使用あり) 450,000 円 6.再診料 [5,500 円/回] フォローアップの血液検査(生化学/血球数算定検査)を行う費用(2,750 円)については別途必要です。",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,6050000,不明,,,,2,9,"3, 960,000 円 4,950,000 円 6,050,000 円 7,150,000 円 幹細胞培養治療",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,7150000,不明,,,,2,9,"4,950,000 円 6,050,000 円 7,150,000 円 幹細胞培養治療 費(解凍培養・2",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,2750,不明,,,,0,10,"450,000 円 6.再診料 [5,500 円/回] フォローアップの血液検査(生化学/血球数算定検査)を行う費用(2,750 円)については別途必要です。 また、必要に応じて血液検査の他に検査項目が追加されることがあります。 細胞投与後は、投与後およそ1・3・6・12 か月にご来院いただきますよう、お願い申し上げます。",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,100000,不明,,,,0,10,"104,700 円 エックス線透視装置下による処置 100,000 円 アンギオ装置による処置(マイクロカテーテル使用 なし/通常の太さのカテーテル使用)",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,400000,不明,,,,0,10,"アンギオ装置による処置(マイクロカテーテル使用 なし/通常の太さのカテーテル使用) 400,000 円 アンギオ装置による処置 (マイクロカテーテル使用あり)",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,960000,不明,,,,0,9,"回) 2,970,000 円 3, 960,000 円 4,950,000 円 6,050,000 円",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,2255000,不明,2 回,,,0,9,"費(解凍培養・2 回目) 2,255,000 円 3,355,000 円 4,400,000 円",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,2970000,不明,,,,0,9,"費(初代培養・初 回) 2,970,000 円 3, 960,000 円 4,950,000 円",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,3355000,不明,,,,0,9,"回目) 2,255,000 円 3,355,000 円 4,400,000 円 4,840,000 円",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,4400000,不明,,,,0,9,"2,255,000 円 3,355,000 円 4,400,000 円 4,840,000 円 5,720,000 円",price candidates remain ambiguous,
C,P00317,F0209,関東,東京都,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,脂肪由来MSC,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,4840000,不明,,,,0,9,"3,355,000 円 4,400,000 円 4,840,000 円 5,720,000 円 4.キャンセル料/変更料",price candidates remain ambiguous,
C,P00318,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,203500,税込,2 回分,ACP MAX|ACP|Angel,Arthrex,9,,"0. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(税込) ACP 片側 33,000 円 ACP MAX 片側 165,000 円 Angel 片側 203,500 円 Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3",,
C,P00318,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,33000,税込,,ACP MAX|ACP|Angel,Arthrex,8,,"が同意を撤回されても、最適と考えられる治療を実施できるよう最善を尽く します。 10. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(税込) ACP 片側 33,000 円 ACP MAX 片側 165,000 円 Angel 片側 203,500 円 Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください",,
C,P00318,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,165000,税込,,ACP MAX|ACP|Angel,Arthrex,8,,"実施できるよう最善を尽く します。 10. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(税込) ACP 片側 33,000 円 ACP MAX 片側 165,000 円 Angel 片側 203,500 円 Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2",,
C,P00318,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,330000,税込,2 回分,ACP MAX|ACP|Angel,Arthrex,1,,"て自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(税込) ACP 片側 33,000 円 ACP MAX 片側 165,000 円 Angel 片側 203,500 円 Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3) 採血を開始してからのキャンセルについては",,
C,P00318,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,66000,不明,2 回分,ACP|Angel,Arthrex,0,,"Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3) 採血を開始してからのキャンセルについては、キャンセル費用をいただ きます。 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみ に使用します。ただし、症例検討や学会発表を目的として、血液やPRP の測定を行い、データを取得することがあります。 血液",,
C,P00319,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた関節内組織損傷に対する鏡視下治療,PRP,AUTO,0.994,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503013/5/0,165000,税込,1 回,ACP MAX|ACP|Angel,Arthrex,9,,"ご署名をお願いいたします。 10. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(PRP1 回1 部位)(税込) ACP 33,000 円 ACP MAX 165,000 円 Angel 220,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査、投与にかかる費用および手術代は別途お支払いいただき ます。 7 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。",,
C,P00319,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた関節内組織損傷に対する鏡視下治療,PRP,AUTO,0.994,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503013/5/0,220000,税込,1 回,ACP MAX|ACP|Angel,Arthrex,9,,"0. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(PRP1 回1 部位)(税込) ACP 33,000 円 ACP MAX 165,000 円 Angel 220,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査、投与にかかる費用および手術代は別途お支払いいただき ます。 7 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3) 本治療に係る費用は患者",,
C,P00319,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた関節内組織損傷に対する鏡視下治療,PRP,AUTO,0.994,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503013/5/0,33000,税込,1 回,ACP MAX|ACP|Angel,Arthrex,8,,"回の旨をご連絡いただき、同 意撤回書にご署名をお願いいたします。 10. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(PRP1 回1 部位)(税込) ACP 33,000 円 ACP MAX 165,000 円 Angel 220,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査、投与にかかる費用および手術代は別途お支払いいただき ます。 7 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合",,
C,P00319,F0210,関東,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた関節内組織損傷に対する鏡視下治療,PRP,AUTO,0.994,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503013/5/0,66000,不明,2 回分,ACP,Arthrex,8,,"220,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査、投与にかかる費用および手術代は別途お支払いいただき ます。 7 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3) 本治療に係る費用は患者様の症状などにより患者様毎に異なります。 施術する前に詳細な施術料金を提示いたしますので、ご納得いただいた 上、受療いただきますようお願い申し上げます。 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみ に使用します。ただし",,
C,P00320,F0211,関東,東京都,医療法人社団KRMG 東京ヴェインクリニック,医療法人社団KRMG 東京ヴェインクリニック,医療法人社団KRMG 東京ヴェインクリニック,第二種,変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2301038/5/0,,,,,,,,,no price found after rescue text/OCR pass,Rescue completed; OCR page timeouts=0
C,P00321,F0212,関東,東京都,医療法人社団M-TAC 文京整形外科,医療法人社団M-TAC 文京整形外科,医療法人社団M-TAC 文京整形外科,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503016/5/0,50000,税込,,ACP MAX|ACP,Arthrex,8,,"本治療にかかる費用は、以下のとおりです。なお、費用に含まれるのは、治療に伴う 診査、自家PRP 調製のための採血にかかる費用、自家PRP 調製費用、注入にかかる 費用であり、以下が費用の総額となります。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP 20 億個 50,000 円 HD-PRP(ACP MAX の場合) 90 億個 209,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP ダブルショット 40 億個 99,000 円",,
C,P00321,F0212,関東,東京都,医療法人社団M-TAC 文京整形外科,医療法人社団M-TAC 文京整形外科,医療法人社団M-TAC 文京整形外科,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503016/5/0,209000,税込,,ACP MAX|ACP,Arthrex,8,,"伴う 診査、自家PRP 調製のための採血にかかる費用、自家PRP 調製費用、注入にかかる 費用であり、以下が費用の総額となります。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP 20 億個 50,000 円 HD-PRP(ACP MAX の場合) 90 億個 209,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP ダブルショット 40 億個 99,000 円 治療終了後も定期的な受診が必要です。 9 11.健康被",,
C,P00321,F0212,関東,東京都,医療法人社団M-TAC 文京整形外科,医療法人社団M-TAC 文京整形外科,医療法人社団M-TAC 文京整形外科,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503016/5/0,99000,税込,,ACP MAX|ACP,Arthrex,0,,"RP(ACP MAX の場合) 90 億個 209,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP ダブルショット 40 億個 99,000 円 治療終了後も定期的な受診が必要です。 9 11.健康被害が発生した際の処置と補償等について すべての医療行為にはリスクがあり、ある一定の確率で合併症が起こりえます。 本治療においても『5.予想される効果と起こるかもしれない副作用』でお示しした 合併症については起こらないように細心の注意を払ってい",,
C,P00322,F0249,関東,東京都,医療法人社団井上 いのうえ整形外科,医療法人社団井上 いのうえ整形外科,医療法人社団井上 いのうえ整形外科,第二種,自己多血小板血漿（PRP）療法（治療対象：関節炎・変形性関節症）,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601088/5/0,55000,税込,1回,,,16,18,"全額返金いたします 採血後 投与1回分の費用55,000円(税込)をご負担いただきます 投与2回目以降、 投与予定時刻24時間以内(休診日・休診時間を除く)のキャンセ",line-level strong price context,
C,P00322,F0249,関東,東京都,医療法人社団井上 いのうえ整形外科,医療法人社団井上 いのうえ整形外科,医療法人社団井上 いのうえ整形外科,第二種,自己多血小板血漿（PRP）療法（治療対象：関節炎・変形性関節症）,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601088/5/0,58300,税込,1回,,,16,18,"(別途、感染症検査費用3,300円(税込)を実費としてご負担いた だきます。 そのため、1回目の投与にかかる費用は合計58,300円(税込)とな ります。) ※2回目及び3回目の投与は、医師の判断や患者様のご希望により、",line-level strong price context,
C,P00322,F0249,関東,東京都,医療法人社団井上 いのうえ整形外科,医療法人社団井上 いのうえ整形外科,医療法人社団井上 いのうえ整形外科,第二種,自己多血小板血漿（PRP）療法（治療対象：関節炎・変形性関節症）,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601088/5/0,55000,税込,3回分,,,12,18,"(60 mL)につき、投与3回分(各投与約5 mL、最大で約15 mL) のPRPを製造いたします。 PRPを用いた投与1回分(1部位) 55,000円(税込) (別途、感染症検査費用3,300円(税込)を実費としてご負担いた だきます。",line-level strong price context,
C,P00323,F0251,関東,東京都,医療法人社団俊和会 寺田病院,医療法人社団俊和会 寺田病院,医療法人社団俊和会 寺田病院,第二種,自家培養脂肪由来幹細胞を用いた変形性関節症の治療,脂肪由来幹細胞,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2508052/5/0,,,,,,,,,no price found after text/OCR pass,RuntimeError: Tesseract process timeout
C,P00324,F0225,関東,東京都,アーモンドクリニック,アーモンドクリニック,アーモンドクリニック,第二種,自家培養脂肪由来幹細胞を用いた変形性膝関節症の治療,脂肪由来幹細胞,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2211010/5/0,,,,,,,,,no price found after text/OCR pass,Document fetched but no price candidate
C,P00325,F0304,関東,東京都,医療法人社団白鳳会 大角医院,医療法人社団白鳳会 大角医院,医療法人社団白鳳会 大角医院,第二種,多血小板血漿（PRP）を用いた変形性関節症治療,PRP,AUTO,0.952,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1903021/5/0,150000,税別,,APS|GPS|Zimmer,Zimmer Biomet,8,,"を特定できる内容が使われることはありません。 治療にかかる費用について この治療は公的保険の対象ではありませんので、当院の所定の施術料をお支払いいただきます。 ZIMMER BIOMET 製 GPS®IIIシステム使用 150,000 円(税抜) ZIMMER BIOMET 製 APS キット使用 300,000 円(税抜) 上記費用は一例です。治療費は変動する可能性がございます。 血液の加工開始後に同意の撤回があった場合にはその加工にかかる医療材料等の費用をご負担いた だきます。 その他詳細やご不明な点は医師・スタッフまでお気軽にお尋ねください。 施術",,
C,P00325,F0304,関東,東京都,医療法人社団白鳳会 大角医院,医療法人社団白鳳会 大角医院,医療法人社団白鳳会 大角医院,第二種,多血小板血漿（PRP）を用いた変形性関節症治療,PRP,AUTO,0.952,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1903021/5/0,300000,税別,,APS|GPS|Zimmer,Zimmer Biomet,8,,"この治療は公的保険の対象ではありませんので、当院の所定の施術料をお支払いいただきます。 ZIMMER BIOMET 製 GPS®IIIシステム使用 150,000 円(税抜) ZIMMER BIOMET 製 APS キット使用 300,000 円(税抜) 上記費用は一例です。治療費は変動する可能性がございます。 血液の加工開始後に同意の撤回があった場合にはその加工にかかる医療材料等の費用をご負担いた だきます。 その他詳細やご不明な点は医師・スタッフまでお気軽にお尋ねください。 施術後、患者様の個人的な事情及び金銭等に関する問題に関しては一切の責任を負いかねますの",,
C,P00326,F0303,関東,東京都,医療法人社団白慈会 白金坂の上診療所,医療法人社団白慈会 白金坂の上診療所,医療法人社団白慈会 白金坂の上診療所,第二種,自家培養脂肪由来幹細胞を用いた変形性関節症の治療,脂肪由来幹細胞,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2502046/5/0,,,,,,,,,no price found after text/OCR pass,Document fetched but no price candidate
C,P00327,F0306,関東,東京都,医療法人社団研裕会 紀尾井町プラザクリニック歯科・美容外科,医療法人社団研裕会 紀尾井町プラザクリニック歯科・美容外科,医療法人社団研裕会 紀尾井町プラザクリニック歯科・美容外科,第二種,多増殖因子血漿（PRGF）を用いた変形性関節症・関節炎治療,PRGF,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2505020/5/0,165000,税込,1回,,,9,,"37-6701(24 時間) 14.当該再生医療等の実施に係る費用に関する事項 ☐ 今回提供する医療は、患者様の自己血を無償にてご提供いただいた上で実施されます。 また、保険適用のない自由診療の扱いとなり、同時に処方いたします化膿止め、鎮痛 剤、洗口剤も同様の扱いとなります。費用は1回の治療当り165,000 円(税込)とな りますが、治療に要する特定細胞加工物の量により費用は変動いたします。 そのため具体的な費用については、別途見積もりをご確認ください。 15.他の治療法の有無及び内容並びに他の治療法により予期される利益及び不利益との比 較 ☐ PRGF 療法の治療を選択されない場合には、従来の一般療法にて治療を受けることが",,
C,P00328,F0285,関東,東京都,医療法人社団景星会 大塚北口診療所,医療法人社団景星会 大塚北口診療所,医療法人社団景星会 大塚北口診療所,第二種,多血小板血漿（PRP）を用いた整形外科疾患に対する治療,PRP,QC,0.9718,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2112032/5/0,,,,,,,,,no price found after text/OCR pass,RuntimeError: Tesseract process timeout
